tweet,offensive
مستخدم اقالة المدرب عذر لإداره عندنا فريق منافس و لاعبين جيدين ولكن المدرب اخطأ ما بنشوف تعاقدات قد الطموح و اذا صارت سلم لي على الوصل  ابهام متجه لاسفل 🏼,0
مستخدم الحديث عن ان المراه ناقصه عقل ودين اصلا مشكوك في صحته والثور قاعد يرد اشياء ما يفقه فيها على فكره المراه هي الي تربي وتكبر وتغرس فيك اهم المباديء الي بتستقيم فيها حياتك يا الكامل ليتها بركت عليك يوم جابتك  وجه يشتاط غضبا ,1
مستخدم شكلك تلعبين اوفر  وجه بقناع طبي ,0
مستخدم الكذب بريال عندكم يامطلقة وجه بدموع الفرح  حذاء رجل ,1
مستخدم على زق لا تطقطقين على كلام بدور خرا الاصبع الوسطي 🏿,1
بيجيبون لي امراض الدنيا وانا توني بعمر الزهور كومة من البراز  قلب مجروح ,0
مستخدم قلبنا يابنت خلينا حلوين يعني انتم وش يجملكم غير الميك اب 🤭 قرد بحركه اليد لقول لا اسمع  ,1
مستخدم  وجه يصرخ من الخوف منو الي غلط على عيم  وجه مكبوت ينفث البخار من انفه  وجه يشتاط غضبا ,0
مستخدم السلق الي متجمعين ع الولد الي يبيع الكليجا تفله بحجم السماء  وجه يشتاط غضبا  وجه مكبوت ينفث البخار من انفه ,1
الهندي يثبت لمعزب إن الخروف  نعجه صار صديقه علشان مايذبحه,1
مستخدم بس اخاف نصاب بالسمنه وجه منصدم ,0
مستخدم اله يهون عليكم  سكين المطبخ  مطرقه ,0
الدكتورة طردتني لانه عندي سم اوف بيبر نوت ا نوت  وجه بلا تعبير  وجه يشتاط غضبا ,0
مستخدم اكره فاطمه احمد  وجه مكبوت ينفث البخار من انفه  وجه بقناع طبي ,1
المشاهيرين المتحرشين  وجه بقناع طبي  ينفضحو واحد ورا واحد كم عد الي انفضخو لحد الان صدمة وكلهم اجاشين يع,1
مستخدم هيه وجه بدموع الفرح  يعرفوهن ذيلا م سوالف البنات عاد الي يبا يدخن يروح ورا الكلية  وجه بقناع طبي حاشرين المرات بالريحة,0
مستخدم بتعيط ع اي  وجه الضفدع  شخص يمشي  يد تلوح ,0
مستخدم الهم لك الحمد حمدا كثيرا طيبا وربي يدوم علينا نعمة الامن ادمعت عيني  وجه منصدم ,0
RT مستخدم  كومة من البراز  ي غبيه هم لا يريدون حريه المرأه Me ماذا يريدون  كومة من البراز  يريدون الوصول Me,1
مستخدم خليكم في حملتكم بس يا اسود المدرج  وجه بدموع الفرح  وجه الضفدع  الف اهلاوي قدام التعاون,0
كيف حاطين مخضرم باله تفو عليه وبعد يعترفون هم وجيهم  وجه بقناع طبي ,1
بايع الكليجاكثرو القحبات واله ومتزوجات بعد يتمحنون هنا عليه لا وبعد راحو له قلك يشترون يلعن ام المحنه والرخص اعوذ باله وجه بقناع طبي ,1
بابا بدي أغير ديكور غرفتي  وجه محايد  ليش يا بنتي مطوله عندي  وجه يصرخ من الخوف  وجه غاضب  اي واله يا بابا شكلي من جماعة صامدون  وجه مرتاح  تصفيق  امراه ترقص  طلاء اظافر  وجه بدموع الفرح ,0
مستخدم يلا يا تافهة  وجه بدموع الفرح  قبضه موجهه للامام 🏻,1
مستخدم بالعكس هذا نوع من انواع المداعبه  وجه يشتاط غضبا  قبضه موجهه للامام 🏻,0
مافيه اي احترام لمحاضرة البنات الي جالسين جنبي فصفص وحركات وين يابو الشباب وجه مبتسم متعرق  المشكله حمت كبدي من الريحة  وجه مشمئز  مدري كيف بفاتحهم بالموضوع  وجه بدموع الفرح  وجه يبكي بصوت عالي ,1
لجهنم  تفاحه حمراء  كلب  قطرات عرق ,1
RT مستخدم وبقيت بنزل من الساعة عشانه  وجه مبتسم بعيون قلب هو مين دا الغياب لازم تستفسر يعنى  قبضه موجهه للامام  وجه بدموع الفرح ,0
هو النوم راح فين اقسم باله حرام كده انا منمتش غير ساعه وصاحي من ومش عارف انام ارحم دماغي الي هتفرتك دي يارب  وجه يشتاط غضبا  وجه غاضب  ده انا اليوم الي بيكون عندي شغل فيه بحس ان النوم بيجي مش عايز يسيبنيحاس بمل نفس احساس آخر نمله ع الكوكب,0
ابي جاد نحيف ورياضي من يقابل بينيع الان  وجه منصدم الخاص مفتوح  وجه نائم  سالب ينبع مبادل ينبع مساج ينبع زاير ينبع,1
بايع الكليجامن كثر ما تطلع لي مقاطع ذا الانسان ف تويتر و اكسبلور الاستقرام و الواتس والسناب لين صارت تجيني ف أحلامي حسبي اله عليكمخلو الرجال ف حاله استحوا يا بنات 🐮 يد تلوح ,1
مستخدم  حذاء رجل اكبر من مقامك,1
هو يبيع يترزق اله وأنتن كرهتنه بالبيعه كلهآ  وجه يشتاط غضبا  قلة أدب وحيآء  قبضه موجهه للامام  بايع الكليجا,1
الخدم اغبياء  كومة من البراز ,1
خذ نصها على الاقل اذا الامانه ذابحتك حذاء رجل ,0
مستخدم  قبضه موجهه للامام 🏻 قبضه موجهه للامام 🏻 قبضه موجهه للامام 🏻 طول وعرض وعادي يكفي حدة نظرته وقفت قلبي قلب اخضر ,0
RT مستخدم سنابات عبدالقادر الشهراني مستخدم سنابات كروم مستخدم مصر ع القرد وجه القرد  قرد بحركه اليد لقول لا اري  قرد بحركه اليد لقول لا اسمع   قرد بحركه اليد لقول لا اتكلم بكل السنابات سيبك من الغطاء وكل كوكيز…,0
سكين حادة  سكين المطبخ ,0
RT مستخدم أحلى شئ يوم الأحد اصلا  وجه منصدم صباحكم أجمل و بدون كسل وجه مرهق  قروب فواز لدعم الشريف لدعم قروب الغلا لدعم نلتقي لنرتقي لدعم…,0
ماعاد يعرفونا غير بالكليجاعلى  وجه غاضب  بايع الكليجا,0
بكره بيشلون بسطته الشهبان وجه مشع بعيون مبتسمه  وجه مكبوت ينفث البخار من انفه  وجه بدموع الفرح  بايع الكليجا,0
إلا الشفاحة أعيت من يداويها وجه مشمئز  وجه مقلوب  بائع الكليجا,0
مستخدم طلعتي كالبه ياليان ذي ال مشغلينك  ابهام متجه لاسفل 🏻,1
مستخدم اوف دخنه  وجه بدموع الفرح  عطب المكان  وجه مشمئز ,0
مستخدم كرهتها وجه الضفدع ,0
مستخدم خويك  وجه مشمئز ,0
مستخدم يع وجه مشمئز ,0
مستخدم اله ياخذهم كرهونه بلمسلسل واهتمامهم بلشخصيات عاديه  وجه مكبوت ينفث البخار من انفه ,1
مستخدم نفس المشكله مش طايع يتحمل معاي  وجه مكبوت ينفث البخار من انفه ,0
مستخدم الامارات في اليمن قدمت الكثير ومازالت أنتي ماذا قدمتي غير الخيانة والهروب  وجه يشتاط غضبا ,1
الواحد وهو داخل يكلم واحدة inbox وجه الضفدع ,0
قله حيا ايش اد واله لو جماله لسماء ما انظر فيه مو انسان عادي واقل من العادي  وجه يشتاط غضبا بصراحه شي مقز  وجه يشتاط غضبا  بايع الكليجا,1
بايع الكليجاعسى الي بلاكم يعافينى  وجه بقناع طبي ,1
ابلع ابلع يالسباك  وجه بقناع طبي ,1
دعايات زعل وخضرا ع التلفزيون الاردني بتمغص  وجه بقناع طبي  وجه متعب ,1
مستخدم استحي عيب المصافح وجه يغمز مخرجا لسانه  قبضه موجهه للامام 🏻,1
واحد يسأل صاحبه هل تمارس هوايات خطرة جدا قال له احيانا ارد على زوجتي وهي معصبه  وجه بدموع الفرح  قبضه موجهه للامام ,0
مستخدم والمنشن تبعي وضد الاسقاط البسي نظراتك يالحولا وجه بدموع الفرح راميه وجهك وتنابحين عندي ليشهيش هناك دوري هاشتاقك يامغفلهونابحي فيه على راحتك فعلا ما غلطت لما قلت تنابح وجه بقناع طبي ,1
مستخدم طقيت مشوار في هالشمس ورجعوني من الباركود الي ماضبط بأجهزتهم  قبضه موجهه للامام 🏼,0
مستخدم مابي  وجه غاضب ,0
مستخدم يا عبيط وجه يشتاط غضبا ,1
مستخدم احول  وجه متجهم  قبضه موجهه للامام  وجه بدموع الفرح  قلب مجروح ,1
تصوير الدرامات شيء متعب ادري بس كيف تفوتوا شوكيس قيو وجه منصدم ,0
